"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1449157324","KWT7661","NY","PAS","2022-07-09T00:00:00.000","14","SUBN","FORD","P","65120","40404","40404","20240531.0","0043","43","43","959151","0043","0000","0713P",,"BX","F","3","SOUNDVIEW AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","2012","-","0",,,,,
"1449157439","JXM5544","PA","PAS","2022-06-19T00:00:00.000","46","SUBN","BMW","P","0","0","0","0.00000000","0043","43","43","954151","0043","0000","0740P",,"BX","F",,"173 ST","SHERIDAN BLVD","0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1449157452","KJC9372","NY","PAS","2022-06-26T00:00:00.000","46","SDN","CHRYS","P","0","0","0","20221215.0","0043","43","43","954151","0043","0000","0602P",,"BX","F",,"173 ST","SHERIDAN BLVD","0","408","C3",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1449161455","KNZ1579","NY","PAS","2022-07-07T00:00:00.000","74","SDN","TOYOT","P","0","0","0","20230628.0","0043","43","43","958517","0043","0000","0723P",,,,,"C/O BOLTON AVE","CORNELL AVE","0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2008","-","0",,,,,
"1449218490","HPN8181","NY","PAS","2022-05-11T00:00:00.000","40","SUBN","TOYOT","P","26610","69720","0","20230305.0","0042","42","42","958650","0042","0000","0819P",,,,,"E 165 ST","TRINITY AVE","0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1449219366","G2363L","FL","PAS","2022-06-25T00:00:00.000","98","SDN","HONDA","P","26550","21520","50320","0.00000000","0042","42","42","966839","0042","0000","0853A",,"BX","F","375","E 163 STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1449262922","KRP4815","PA","PAS","2022-07-05T00:00:00.000","40","SDN","BMW","P","0","0","0","20211130.0","0045","45","45","965820","0045","0000","1029A","1029A",,"F","120","DREISER LOOP","BLDG 9B","0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","10",,,,,
"1449318265","KVT1631","NY","PAS","2022-06-14T00:00:00.000","46","SUBN","GMC","P","16620","78850","39420","20231012.0","0049","49","49","972618","0049","0000","0653P",,"BX","F","1140","BURKE AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1449341500","KNG4926","NY","PAS","2022-06-26T00:00:00.000","46","SUBN","NISSA","P","29620","72720","52120","20230525.0","0046","46","46","938279","0046","0000","1127P",,"BX","F","65","EAST TREMONT",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2021","-","0",,,,,
"1449371310","LXA9433","PA","PAS","2022-07-04T00:00:00.000","67",,"HONDA","P","17020","21820","0","0.00000000","0046","46","46","969632","0046","0000","0235A",,"BX",,,"BUSH STREET","CRESTON AVE","0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1449380761","KXL6296","NY","PAS","2022-07-09T00:00:00.000","40","SDN","KIA","P","72720","26610","26640","20240517.0","0044","44","44","967166","0044","0000","0300P","1455P","BX","F","1115","WALTON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BROWN","0","2011","-","0",,,,,
"1449433686","JLF3080","NY","PAS","2022-06-25T00:00:00.000","46","SUBN","ME/BE","P","91630","60330","83630","0.00000000","0060","60","801","971569","0801","0000","0940P","0930A",,"F","2920","W 25TH ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,
"1449593446","JHD2623","NC","PAS","2022-06-24T00:00:00.000","14","SDN",,"P","25530","82930","73190","20210831.0","0081","81","81","963740","0081","0000","1034P","1034P",,"F","139","CHAUNCEY ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GREY","0","2018","-","0",,,,,
"1449657448","KLH2452","NY","PAS","2022-06-16T00:00:00.000","40","SUBN","NISSA","P","68930","51030","20530","20230706.0","0084","84","8","493111","0008","0000","0545P",,"K","F","339","PACIFIC ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","WH","0","2018","-","0",,,,,
"1449688937","KNB7335","NY","PAS","2022-06-15T00:00:00.000","98","SUBN","HONDA","P","45030","41330","69230","20230606.0","0088","88","88","937675","0088","0000","0756P",,"K","F","15","GRAND AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2013","-","0",,,,,
"1449688949","JKB9253","NY","PAS","2022-06-26T00:00:00.000","20","SUBN","ME/BE","P","45930","45030","26730","20230616.0","0088","88","88","937486","0088","0000","1135A",,,"F","254","GREENE AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1449688950","H45GGH","NJ","PAS","2022-06-26T00:00:00.000","20","SUBN","CADIL","P","45930","45030","26730","0.00000000","0088","88","88","941123","0088","0000","1130A","1130A","K","F","254","GREENE AVE",,"20220626","408","D",,"BBBBBBB","ALL","ALL","TAN","0","0","-","0",,,,,
"1449689292","LGT2882","PA","PAS","2022-06-19T00:00:00.000","40","SDN","TESLA","P","0","40404","40404","20221231.0","0088","88","84","961978","0084","0000","0136A",,,"F","128","LEFFERT PL",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1449703744","JMJ2954","NY","PAS","2022-06-19T00:00:00.000","14","SUBN","LINCO","P","0","0","0","20231113.0","0075","75","75","934579","0075","0000","0740P",,"K",,,"N/W/C/O VERMONT PL","HIGHLAND BLVD","0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2011","-","0",,,,,
"1449703756","KRN4540","NY","PAS","2022-06-19T00:00:00.000","14","SDN","HONDA","P","0","0","0","20231020.0","0075","75","75","934979","0075","0000","0742P",,"K",,,"N/W/C/O VERMONT PL","HIGHLAND BLVD","0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","2010","-","0",,,,,
"1449703768","JJR9260","NC","PAS","2022-06-19T00:00:00.000","14","SDN","TOYOT","P","0","0","0","20221231.0","0075","75","75","934579","0075","0000","0745P",,,,,"N/W/C/O VERMONT PL","HIGHLAND BLVD","0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1449703781","KRN3417","NY","PAS","2022-06-19T00:00:00.000","14","SDN","NISSA","P","0","0","0","20220923.0","0075","75","75","934579","0075","0000","0750P",,"K",,,"N/W/CO VERMONT PL","HIGHLAND BLVD","0","408","C",,"BBBBBBB","ALL","ALL","GREY","0","2021","-","0",,,,,
"1449703835","JRY7595","99","PAS","2022-06-19T00:00:00.000","14",,,"P","0","0","0","20220717.0","0075","75","75","931075","0075","0000","0745P",,,,,"I/O VERMONT","HIGHLAND BLVD","0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1449749471","KBV2444","NY","OMS","2022-06-22T00:00:00.000","51","SUBN","CHEVR","P","57830","58730","47430","20230930.0","0090","90","90","961281","0090","0000","0958A",,"K","O","198","LYNCH ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2022","-","0",,,,,
"1449840097","KGF2425","NY","PAS","2022-06-16T00:00:00.000","67","SUBN","JEEP","P","48030","60530","50630","20221119.0","0090","90","900","963719","0900","0000","0201P",,"K","F","97","HAVEMEYER ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2016","-","0",,,,,
"1449865951","LMW6038","PA","PAS","2022-06-17T00:00:00.000","50","SUBN","ACURA","P","49130","50830","58630","20221222.0","0073","73","73","954911","0073","0000","0450A",,"K","F","1226","HERKIMER ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1449866025","JLR5547","NY","PAS","2022-06-23T00:00:00.000","98","SDN","HONDA","P","73730","49130","13430","20221013.0","0073","73","73","954911","0073","0000","0230A",,"K","F","2","ROOSEVELT PL",,"0","408","E5",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1449880733","LXL1791","PA","PAS","2022-05-22T00:00:00.000","98","SDN","HONDA","P","89630","73350","12830","0.00000000","0075","75","75","935735","0075","0000","1050A",,"K",,"105","WARWICK ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1449903678","GA08341","CA","PAS","2022-06-16T00:00:00.000","17","SDN","DODGE","P","12310","17150","17170","0.00000000","0009","9","0","971901","PSA4","0000","0543A",,"NY","F","130","AVE C",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1450233491","KGN2885","NY","PAS","2022-06-27T00:00:00.000","17","LIMO","LINCO","W","9520","26910","26940","20230131.0","0048","48","2","0","0002","0000","1158A",,"BX","F","1826","ARTHUR AVENUE",,"0","408","C3",,"YYYYYBB","0800A","0500P","BLACK","0","2014","-","0",,,,,
"1450792157","JNL2416","NY","PAS","2022-06-10T00:00:00.000","14","SDN","HONDA","X","97530","0","0","20231119.0","115","115","302","44687","0302","0000","0627A","0624A",,"O",,"LGA","HANGAR 1","0","408","D",,"BBBBBBB","ALL","ALL","GRAY","0","2008","-","0",,,,,
"1450793496","JDD3732","NY","PAS","2022-06-24T00:00:00.000","27","SDN","ME/BE","A","97530","0","0","20230823.0","115","115","302","49910","0302","0000","0535P",,"Q",,,"LGA","TERMINAL B PARKING","0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","2014","-","0",,,,,
"1450793757","KVR5232","NY","PAS","2022-05-13T00:00:00.000","20","SDN","NISSA","X","97530","0","0","20240513.0","115","115","302","50533","0302","0000","1050P",,"Q","F",,"LGA","TERM C DEPARTURE","0","408","C",,"BBBBBBB","ALL","ALL","BL","0","2019","-","0",,,,,
"1452054800","JFM9327","NY","PAS","2022-06-26T00:00:00.000","99","SUBN","AUDI","N","29690","36530","36550","20230115.0","0030","30","982","600067","0982","0000","0645P",,"NY",,"619","RIVERSIDE DRIVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2018","-","0",,,,,
"1452056663","KJS1353","NY","PAS","2022-05-29T00:00:00.000","99","SDN","CHEVR","N","13930","0","0","20230104.0","0030","30","982","600173","0982","0000","0422P",,"NY",,,"RIVERBANK STATE PARK","SERVICE ROAD","0","408","J3",,"BBBBBBB","ALL","ALL","BK","0","2019","-","0",,,,,
"1480656847","LDW8400","PA","PAS","2022-06-14T00:00:00.000","45","SDN","CHEVR","P","9540","5640","5790","0.00000000","114","114","809","943011","0809","0000","1213A",,,"F","10-16","41 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1480658753","JPT3757","NY","PAS","2022-06-24T00:00:00.000","20","SUBN","NISSA","P","28790","5040","41700","20240223.0","114","114","809","968636","0809","0000","0710P","0705P","Q","O","1-25","ASTORIA BLVD",,"0","408","F1",,"BBBBBBB","ALL","ALL","SILVE","0","2019","-","0",,,,,
"1480669635","KVC7239","NY","PAS","2022-06-26T00:00:00.000","46","SDN","CHRYS","P","10880","5430","5580","20240519.0","0068","68","68","956428","0068","0000","0411P",,"K","F","420","86TH ST",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1480669672","KVJ6336","NY","PAS","2022-06-21T00:00:00.000","98","SDN","TOYOT","P","10530","73330","5280","20240123.0","0068","68","68","956428","0068","0000","0713P",,"K","F","252","79TH ST",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","2007","-","0",,,,,
"1480669696","KXH8825","NY","PAS","2022-06-20T00:00:00.000","40","SDN",,"P","10730","5580","5680","20240403.0","0068","68","68","956428","0068","0000","1009P",,"K","F","525","83RD ST",,"0","408","99",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1480673936","KDR8007","NY","PAS","2022-06-19T00:00:00.000","40","SUBN","BMW","P","10280","81725","5780","20220716.0","0068","68","68","963263","0068","0000","1232P",,"K","F","653","74 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2020","-","0",,,,,
"1480673948","KGW3091","NY","PAS","2022-06-21T00:00:00.000","46","SUBN","TOYOT","P","68730","5280","5430","20221026.0","0068","68","68","963263","0068","0000","0223P",,"K","F","379","OVINGTON AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1480673950","KGN4329","NY","PAS","2022-07-03T00:00:00.000","98","SUBN","TOYOT","P","10230","6080","6180","20230217.0","0068","68","68","963263","0068","0000","1159A",,"K","F","1048","73 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2019","-","0",,,,,
"1480673961","KNW2875","NY","PAS","2022-07-04T00:00:00.000","40","SDN","NISSA","P","6080","10030","10080","20230323.0","0068","68","68","963063","0068","0000","0847A",,"K","F","7004","10 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2021","-","0",,,,,
"1480679185","GLP7415","NY","PAS","2022-06-17T00:00:00.000","14","SDN","TOYOT","P","0","0","0","20240526.0","0068","68","68","967323","0068","0000","1024P",,,,,"I/O BAYRIDGE AVE","E SHORE RD","0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2009","-","0",,,,,
"1480694666","KFA3152","NY","PAS","2022-06-15T00:00:00.000","40","SUBN","ME/BE","P","36080","14730","14780","20220825.0","0061","61","61","958698","0061","0000","0955P",,"K","F","2326","E 28 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLU","0","2017","-","0",,,,,
"1480695671","KRC9888","NY","PAS","2022-07-02T00:00:00.000","40","SDN","KIA","P","35680","14530","14580","20230729.0","0061","61","61","969090","0061","0000","0243A",,"K","F","1938","EAST 19 STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2021","-","3",,,,,
"1480695683","KLU2964","NY","PAS","2022-07-02T00:00:00.000","40","SDN","TOYOT","P","35680","14530","14580","20230307.0","0061","61","61","969090","0061","0000","0248A",,"K","F","1938","EAST 19 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2010","-","6",,,,,
"1480695701","HUW3790","NY","PAS","2022-07-02T00:00:00.000","40","SDN","INFIN","P","36080","14780","14830","20231127.0","0061","61","61","969090","0061","0000","0504A",,"K","F","2406","EAST 28 STREET",,"0","408","C3",,"BBBBBBB","ALL","ALL","GY","0","2007","-","0",,,,,
"1480695907","JNR3645","NY","PAS","2022-06-22T00:00:00.000","50","SUBN","TOYOT","P","35830","14830","14880","20231208.0","0061","61","61","947011","0061","0000","0851A",,"K","F","2502","E 23 ST",,"0","408","D5",,"BBBBBBB","ALL","ALL","GY","0","2006","-","0",,,,,
"1480695993","LSS1917","PA","PAS","2022-06-22T00:00:00.000","14","SUBN",,"P","35430","45730","14780","0.00000000","0061","61","61","960960","0061","0000","0822A",,"K","O","2367","E 14 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1480696055","HFD1008","NY","PAS","2022-06-17T00:00:00.000","98","SDN","AUDI","P","14830","92430","34830","20240104.0","0061","61","61","960960","0061","0000","1143A",,"K","F","445","AVE Y",,"0","408","E5",,"BBBBBBB","ALL","ALL","WH","0","2009","-","0",,,,,
"1480696882","JAF2570","NY","PAS","2022-06-29T00:00:00.000","98","SDN","JEEP","P","67530","73030","14480","20220627.0","0061","61","61","965656","0061","0000","1039A",,,"F","2205","OCEAN AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2019","-","0",,,,,
"1480696894","KGJ4631","NY","PAS","2022-06-24T00:00:00.000","19","SUBN","HYUND","P","73030","35530","35580","20221026.0","0061","61","61","965656","0061","0000","0312P",,"K","F","1690","QUENTIN RD",,"0","408","K6",,"BBBBBBB","ALL","ALL","GRAY","0","2010","-","0",,,,,
"1480696912","LCG4373","PA","PAS","2022-06-14T00:00:00.000","67","SDN","TOYOT","P","77030","15930","15930","0.00000000",,"0","61","965656","0061","0000","0113P",,"K","O","3352","SHORE PKWY",,"0","408","J2",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,
"1480697163","LWK6988","PA","PAS","2022-06-21T00:00:00.000","40",,"BMW","P","35980","14780","14830","0.00000000","0061","61","61","958043","0061","0000","0747A",,"K","F","2472","EAST 26 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,
"1480697310","KWM1730","NY","PAS","2022-06-30T00:00:00.000","98","SDN","FORD","P","35330","14830","14880","20240502.0","0061","61","61","968178","0061","0000","0940P",,,"F","2556","EAST 12",,"0","408","N5",,"BBBBBBB","ALL","ALL","WH","0","2008","-","0",,,,,
"1480698386","L42LYG","NJ","PAS","2022-06-20T00:00:00.000","24","VAN","JEEP","P","0","0","0","0.00000000","0078","78","78","963574","0078","0000","0457P",,"K",,,"I/S WELL HOUSE DR","PROSPECT PARK","0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2020","-","0",,,,,
"1480700459","JHN1130","NY","PAS","2022-06-25T00:00:00.000","40","SDN","HONDA","P","35780","14630","14680","20230428.0","0061","61","61","931202","0061","0000","1106P",,"K","F","2164","E 22 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2019","-","0",,,,,
"1480712735","GTT1924","NY","PAS","2022-07-02T00:00:00.000","53","P-U","FORD","P","20930","14730","14780","20221221.0","0061","61","61","969406","0061","0000","1150P",,"K","F","2324","BRAGG ST",,"0","408","F6",,"BBBBBBB","ALL","ALL","WHT","0","1998","-","0",,,,,
"1480712747","H73MBB","NJ","PAS","2022-07-02T00:00:00.000","14","SDN","AUDI","P","14730","15680","20930","20220630.0","0061","61","61","964406","0061","0000","1049P",,"K","O","3012","AVENUE W",,"0","408","F6",,"BBBBBBB","ALL","ALL","BLUE","0","2013","-","0",,,,,
"1480915117","GLN8042","NY","PAS","2022-06-16T00:00:00.000","40","SUBN","KIA","P","35510","14510","15710","20231206.0","0024","24","24","970093","0024","0000","0440P","0440P","NY","F","31","W 87 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2013","-","0",,,,,
"1480917047","KDB8277","NY","PAS","2022-06-21T00:00:00.000","40","SUBN","AUDI","P","35530","15710","11710","20220714.0","0024","24","24","960747","0024","0000","0228P",,"NY","F","165","W 88 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","2019","-","0",,,,,
"1480924337","KTP5222","NY","PAS","2022-07-10T00:00:00.000","14","SUBN","JEEP","P","25810","13113","13113","20231226.0","0034","34","34","945782","0034","0000","0850P",,,"O","99","CORBIN DRIVE",,"0","408","I4",,"BBBBBBB","ALL","ALL","BK","0","2019","-","0",,,,,
"1480936509","LPM4502","PA","PAS","2022-06-14T00:00:00.000","19","SDN","HONDA","P","0","0","0","0.00000000","0034","34","34","923989","0034","0000","0607P",,"NY",,,"N/W W 189 ST","AMSTERDAM AVE","0","408","C3",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1480953933","JLV7262","NY","PAS","2022-07-03T00:00:00.000","20","SUBN","SUBAR","P","36650","24690","10610","20231009.0","0032","32","32","966325","0032","0000","1147A",,"NY","F","102","W 144 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLACK","0","2006","-","0",,,,,
"1480954032","KWK9653","NY","PAS","2022-07-03T00:00:00.000","46","SUBN","NISSA","P","36630","10410","24690","20221115.0",,"0","32","966325","0032","0000","0146P",,"NY","F","58","W 143",,"0","408","C3",,"BBBBBBB","ALL","ALL","RED","0","2015","-","0",,,,,
"1480955498","KJX7156","NY","PAS","2022-07-01T00:00:00.000","53","SUBN","CHEVR","P","10610","36550","36570","20230616.0","0032","32","32","934548","0032","0000","1110P",,,"O","2389","7 AVENUE",,"0","408","F6",,"BBBBBBB","ALL","ALL","GY","0","2017","-","0",,,,,
"1480956909","HUL4834","NY","PAS","2022-06-19T00:00:00.000","46",,"AUDI","P","10810","36390","36410","20240509.0","0032","32","32","969208","0032","0000","0757A",,,"F","2457","8TH AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","WH","0","2013","-","0",,,,,
"1480957938","HPJ7192","NY","999","2022-07-08T00:00:00.000","20","SDN","HONDA","P","36610","10610","10810","20230504.0","0032","32","32","951003","0032","0000","1029A",,"NY","F","214","W 142 ST",,"0","408","C3",,"YYYYYBB","0700A","0400P","GY","0","2013","-","0",,,,,
"1480958979","KTN2816","NY","PAS","2022-06-23T00:00:00.000","19","SUBN","NISSA","P","36470","10610","10810","20231212.0","0032","32","32","965141","0032","0000","1247A",,"NY","F","201","W 135 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","2013","-","0",,,,,
"1480959066","KXD6055","NY","PAS","2022-07-03T00:00:00.000","46","SUBN","VOLKS","P","10610","36750","36770","20220731.0","0032","32","32","965141","0032","0000","1153P",,,"F","2588","7TH AVE",,"0","408","F6",,"BBBBBBB","ALL","ALL","WHITE","0","2017","-","0",,,,,
"1480965066","JCK5906","NC","PAS","2022-06-22T00:00:00.000","19","SDN","INFIN","P","24890","18990","19010","20220515.0","0023","23","23","966335","0023","0000","1140A",,"NY","F","1606","LEXINGTON AVENUE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1480966990","KVX9915","NY","PAS","2022-07-07T00:00:00.000","14","SDN","CALID","P","0","40404","40404","20240612.0","0025","25","23","962505","0023","0000","0812A",,"NY","F","1713","MADISON",,"0","408","C",,"BBBBBBB","ALL","ALL","BL","0","2012","-","0",,,,,
"1480967014","KUU5328","NY","PAS","2022-07-07T00:00:00.000","14","SUBN","FORD","P","25390","19210","19250","0.00000000","0023","23","23","962505","0023","0000","0815A",,"NY","F","1713","MADISON AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1480967671","KDY980","VT","PAS","2022-07-11T00:00:00.000","14","SDN","VOLVO","P","25390","19210","19250","20230228.0","0023","23","23","944161","0023","0000","1102A",,"NY","F","1713","MADISON AVE",,"0","408","E2",,"YYYYYBB","0700A","0400P",,"0","0","-","0",,,,,
"1481003288","KNB3418","NY","PAS","2021-06-25T00:00:00.000","40","SDN","CADIL","4","0","40404","40404","20230531.0","0050","50","985","100447","0985","0000","0440P",,"K","O","3741","MERMAID AVE",,"0","408","A1",,"BBBBBBB","ALL","ALL","WHITE","0","2019","-","0",,,,,
"1481015485","KKL2784","NY","PAS","2022-06-24T00:00:00.000","40","SUBN","ME/BE","4","13430","17570","17575","20230509.0","0060","60","985","100242","0985","0000","0427P",,"K","F","3742","ATLANTIC AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2018","-","2",,,,,
"1481015497","KGX9089","NY","PAS","2022-06-24T00:00:00.000","40","SUBN","HONDA","4","17930","76950","83630","20221118.0","0060","60","0","100242","SGPD","0000","0915A",,"K","O","4809","BEACH 48 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2021","-","0",,,,,
"1481048739","KVC4252","NY","PAS","2022-07-08T00:00:00.000","74","SDN","HONDA","P","56020","75120","17920","20240209.0","0050","50","0","371705","BXTE","0000","1010A",,"BX","O","3800","ORLOFF AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2009","-","0",,,,,
"1481048752","KGT5674","NY","PAS","2022-07-08T00:00:00.000","71","SDN","ME/BE","P","73620","74840","74870","20230818.0","0050","50","0","371705","BXTE","0000","1037A",,"NY","F","2789","WEBB AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","2013","-","0",,,,,
"1481048776","HAY8689","NY","PAS","2022-07-08T00:00:00.000","46","SDN","NISSA","P","70620","74840","67220","20230818.0","0050","50","0","371705","BXTE","0000","1057A",,"BX","F","2781","UNIVERSITY AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WT","0","2018","-","0",,,,,
"1481048788","M38PTN","NJ","PAS","2022-07-08T00:00:00.000","46","SUBN","CHEVR","P","70620","74840","67220","0.00000000","0050","50","0","371705","BXTE","0000","1100A",,"BX","O","2785","UNIVERSITY AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WT","0","0","-","0",,,,,
"1481048922","KGT5674","NY","PAS","2022-07-08T00:00:00.000","40","SDN","ME/BE","P","73620","74840","74870","20230818.0","0050","50","0","371705","BXTE","0000","1036A",,"NY","F","2789","WEBB AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","SILVE","0","2013","-","0",,,,,
"1481166335","KGF8826","NY","PAS","2022-07-06T00:00:00.000","20","SDN","HONDA","T","18520","48920","66320","20221030.0","0043","43","0","367363","BXTE","0000","0920A",,"BX","F","1528","CASTLE HILL AVE",,"0","408","D1",,"YYYYYYY","1200A","1200A","SI","0","2020","-","0",,,,,
"1481166359","GRH6593","NY","PAS","2022-07-06T00:00:00.000","70","SUBN","SUBAR","T","59820","66520","66320","20220601.0","0043","43","0","367363","BXTE","0000","1150A",,"BX","F","1512","PURDY ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2021","-","0",,,,,
"1481166360","KMA7985","NY","OMS","2022-07-07T00:00:00.000","71","SDN","HYUND","P","41520","52220","61220","20220930.0","0049","49","0","367363","BXTE","0000","0920A",,"BX","F","1826","HUNT AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2021","-","0",,,,,
"1481166372","KTX3183","NY","PAS","2022-07-07T00:00:00.000","20","SUBN","NISSA","P","52220","41520","40320","20240309.0","0049","49","0","367363","BXTE","0000","0842A",,"BX","O","742B","MORRIS PARK AVE",,"0","408","J6",,"YYYYYYY","1200A","1200A","GY","0","2022","-","0",,,,,
"1460223044","KZY6327","PA","PAS","2022-07-04T00:00:00.000","62","SDN","DODGE","U","205","0","0","0.00000000","100","100","835","62","0835","0000","0425P",,"Q",,,"RIIS PARK","MAIN LOT","0","408","D4",,"BBBBBBB","ALL","ALL","BL","0","0","-","0",,,,,
"1481166384","GFM1072","NY","PAS","2022-07-07T00:00:00.000","71","SUBN","LEXUS","P","10620","10720","61220","20230528.0","0049","49","0","367363","BXTE","0000","1120A",,"BX","O","1871","BARNES AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","RD","0","2016","-","0",,,,,
"1481166396","KWK6245","NY","PAS","2022-07-07T00:00:00.000","71","SDN","ME/BE","P","0","0","0","20230615.0","0045","45","0","367363","BXTE","0000","1220P",,"BX","F","606","BAXTER AVE",,"0","408","J6",,"BBBBBBB","ALL","ALL","SI","0","2021","-","0",,,,,
"1481167534","KNN5376","PA","PAS","2022-06-27T00:00:00.000","19","SDN","HYUND","P","68020","29620","27000","0.00000000","0048","48","0","358563","BXTE","0000","0600A",,"BX","O","4226","3RD AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1481167935","KWS9603","NY","PAS","2022-07-05T00:00:00.000","21","SUBN","LEXUS","T","0","0","0","20240501.0","0040","40","0","370322","BXTE","0000","0900A",,"BX","F","790",,,"0","408","J3",,"BYBBYBB","0800A","0930A","BLU","0","2015","-","0",,,,,
"1481167947","GUW4144","NY","PAS","2022-07-05T00:00:00.000","21","SUBN","HONDA","T","36420","26340","26400","20230121.0","0040","40","0","370322","BXTE","0000","0902A",,"BX","F","790","GRAND CONCOURSE",,"0","408","D1",,"BYBBYBB","0800A","0930A","SILV","0","2006","-","0",,,,,
