Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
9018864687,96009ML,NY,COM,12/13/2022,38,DELV,HIN,T,29620,45120,67400,20230531,45.0,45,45,365878,T201,W,1200P,,BX,O,3579,E Tremont Ave,,0,408,H1,, YYYYYY,0900A,0700P,WHITE,,2012,223333.0,0,07,38-Failure to Dsplay Meter Rec,,,
1487344004,8WJL632,CA,PAS,09/11/2022,14,SDN,ME/BE,P,36420,26760,26790,20221031,44.0,44,44,954349,0044,0000,0311P,,BX,F,1411,GRAND CONCOURSE,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,,,,,
4027926304,97546,NY,MED,12/19/2022,5,SUBN,TESLA,V,0,0,0,0,,0,0,0,,,0439P,,MN,,,WB W 181ST ST @ AUDU,BON AVE,0,1111,C,T,,,,GY,,2021,,0,,BUS LANE VIOLATION,,,
4791149178,E13MTS,NJ,PAS,08/09/2022,36,SD,HONDA,V,0,0,0,0,,0,0,0,,,0736A,,QN,,,WB QUEENS BLVD @ 36T,H ST,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2008564587,KRC9737,NY,PAS,11/07/2022,21,4DSD,ME/BE,S,32930,37830,37880,20220731,67.0,67,0,0,KN17,,0157A,00000,Kings,O,9112,DITMAS AVENUE,,0,408,d1,,Y  Y,1200A,0300A,WH,,0,,0,,No Parking Street Cleaning,,,
8582698379,KXB3735,NY,PAS,07/19/2022,70,4DSD,HYUND,T,15920,10920,10095,20220616,41.0,41,41,367406,T201,P,0123P,,BX,F,985,Bruckner Blvd,,0,408,J3,,YYYYYYY,,,GREY,,2018,,0,01,70A-Reg. Sticker Expired (NYS),,,
4794550133,P12HEW,NJ,PAS,08/21/2022,36,UT,LEXUS,V,0,0,0,0,,0,0,0,,,1157P,,BK,,,SB FT HAMILTON PKWY,@ 41ST ST,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9000560597,HWM8194,NY,PAS,07/15/2022,31,4DSD,HYUND,T,34330,13610,10510,20240110,13.0,13,13,368871,T102,N,0111P,,NY,F,43,W 28th St,,0,408,L3,, YYYYY,0800A,0700P,GOLD,,2009,,0,99,31-No Stand (Com. Mtr. Zone),,,
4803732012,58601NB,NY,COM,10/01/2022,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,1256P,,BK,,,WB N. CONDUIT BLVD @, 76TH ST,0,1180,B,T,,,,WH,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2007488796,JPY5016,NY,PAS,08/29/2022,50,SUBN,NISSA,S,0,0,0,20240109,104.0,104,0,0,QW05,,0224A,00000,Qns,,,S/S of 74 AVENUE 0',W/O CYPRESS HILLS ST,0,408,e5,,,,,GY,,2010,,0,,Crosswalk,,,
8864581017,66754MM,NY,COM,10/24/2022,19,DELV,NS,T,37290,64290,9640,20230930,114.0,114,114,366526,T401,C,0109P,,Q,O,40-05,Broadway,,0,408,C3,,YYYYYYY,,,WHITE,,2020,,0,24,19-No Stand (bus stop),,,
9003238534,47125Y3,TX,PAS,08/15/2022,46,4DSD,CHEVR,T,26700,33320,69020,20221088,42.0,42,42,350435,T201,N,0557A,,BX,F,763,E 168th St,,0,408,F1,,YYYYYYY,,,GREY,,0,,0,41,46A-Double Parking (Non-COM),,,
5123412578,TCL8064,GA,PAS,09/19/2022,7,MP,KIA,V,0,0,0,0,,0,0,0,,,0953A,,BK,,,CADMAN PLAZA (E/B) @, PROSPECT ST,0,1111,D,T,,,,BLACK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
9005248919,T69REF,NJ,PAS,10/06/2022,14,4DSD,AUDI,T,18330,10010,45590,88888888,19.0,19,19,363095,MTTF,G,0217P,,NY,O,417-425,E 67th St,,0,408,C,,SCHOOL,0700A,0400P,WHITE,,0,,0,22,14-No Standing,,,
2008613276,14563PF,NY,999,10/13/2022,20,TRAC,FRUEH,S,0,0,0,0,40.0,40,0,0,BX01,,1236A,00000,Bronx,,,N/S of EAST 135 STRE,ET 120' E/O LINCOLN,0,408,d,,,,,GY,,0,,0,,No Parking,,,
8886829863,KKY8698,NY,PAS,10/11/2022,74,4DSD,ME/BE,T,28410,18120,47220,20230314,47.0,47,47,371245,T201,E,0209P,,BX,F,642,E 226th St,,0,408,J2,,YYYYYYY,,,BK,,2017,,0,01,74-Missing Display Plate,,,
4798177751,8SLN315,CA,PAS,09/06/2022,36,UT,TOYOT,V,10350,40404,40404,0,,0,0,0,,,0724P,,BK,,,NB 4TH AVE @ 5TH ST,,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9002933976,JZYW46,FL,PAS,08/23/2022,21,SUBN,MITSU,T,61690,0,0,20230688,101.0,101,101,362178,T402,B,0937A,,Q,I,S,Seagirt Blvd,75ft E/of Crest Rd,0,408,D1,,  Y,0930A,1100A,OTHER,,0,,0,01,21-No Parking (street clean),,,
4819659844,KBX4232,NY,PAS,12/28/2022,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0338A,,BK,,,WB N. CONDUIT BLVD @, 76TH ST,0,1180,B,T,,,,BL,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9008993478,27194MJ,NY,COM,10/06/2022,48,VAN,RAM,T,31190,36590,36670,20221127,32.0,32,32,352957,T103,L,0247P,,NY,F,670,St Nicholas Ave,,0,408,E9,,YYYYYYY,,,WH,,2019,,0,U,48-Bike Lane,,,
8860469491,UCC5056,VA,PAS,07/23/2022,14,4DSD,TOYOT,T,13310,25190,10510,20231288,6.0,6,6,361360,T800,A2,0753P,,NY,O,201,Bleecker St,,0,408,C,,YYYYYYY,0600P,0600A,WHITE,,0,,0,B,14-No Standing,,,
4815018376,HRP9226,NY,PAS,11/27/2022,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,0122P,,QN,,,EB NORTHERN BLVD @ A,LAMEDA AVE,0,1180,B,T,,,,WH,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8501037928,JRJ6469,NY,PAS,08/05/2022,70,SUBN,LEXUS,T,15350,45290,32900,20220726,1.0,1,1,370757,T105,K,0642P,,NY,F,295,Church St,,0,408,J3,,YYYYYYY,,,RD,,2016,,0,086,70A-Reg. Sticker Expired (NYS),,,
9016174084,HRD5652,NY,PAS,11/27/2022,71,4DSD,TOYOT,T,38200,14130,14180,20230403,69.0,69,69,363987,T302,Y,0824A,,K,F,1117,E 103rd St,,0,408,J6,,YYYYYYY,,,GY,,2010,,0,X,71-Insp. Sticker Missing (NYS,,,
9004522220,KFV1538,NY,PAS,08/16/2022,21,SUBN,BMW,T,89730,45930,43330,20221007,88.0,88,88,363466,T301,L,1146A,,K,O,401,Washington Ave,,0,408,D1,,  Y,1130A,0100P,WH,,2017,,0,08,21-No Parking (street clean),,,
4801514662,HRS1187,NY,PAS,09/21/2022,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0412P,,QN,,,EB 58TH AVE @ 196TH,ST,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4808513201,F83RLR,NJ,PAS,10/26/2022,36,SD,ME/BE,V,0,0,0,0,,0,0,0,,,0824P,,BK,,,WB AVE D @ E 101ST S,T,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9003086862,KRW8075,NY,PAS,08/13/2022,38,4DSD,HONDA,T,0,40404,40404,20231108,48.0,48,48,363944,T201,H,0953A,,BX,I,,Belmont Lot,,0,408,H1,, YYYYYY,0700A,1000P,WH,,2021,223527,0,16,38-Failure to Dsplay Meter Rec,,,
4802841085,634699,NY,PAS,09/25/2022,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,1101A,,BX,,,NB BRONX RIVER AVE @, COLGATE AVE,0,1180,B,T,,,,WH,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820734120,KYD3204,NY,PAS,01/01/2023,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0219P,,BK,,,NB RALPH AVE @ BERGE,N AVE,0,1180,B,T,,,,WH,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8850889392,GUL4404,NY,PAS,08/23/2022,71,SUBN,FORD,T,24040,18140,51090,20221111,103.0,103,103,365941,T402,A,0911A,,Q,F,90-11,160th St,,0,408,J6,,YYYYYYY,,,GY,,2017,,0,16,71A-Insp Sticker Expired (NYS),,,
4785369875,HHS1422,NY,PAS,07/01/2022,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1204P,,BK,,,EB FLATLANDS AVE @ E, 37TH ST,0,1180,B,T,,,,GYGL,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2008889312,FYA5871,NY,PAS,12/01/2022,21,SUBN,MAZDA,S,8690,7300,7640,20240418,114.0,114,0,693348,QW01,,0737A,00000,Qns,F,25-22,36 AVENUE,,0,408,d1,,YY YY,0730A,0800A,BK,,2012,,0,,No Parking Street Cleaning,,,
8931538108,K059867,TX,PAS,07/05/2022,14,DELV,FRUEH,T,17930,0,0,88888888,18.0,18,18,353164,T106,N,0234P,,NY,I,N,E 47th St,25ft W/of Lexington,0,408,C,, YYYYY,0700A,0600P,WHITE,,0,,0,14,14-No Standing,,,
4785239190,JHT9308,NY,PAS,06/30/2022,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0933P,,BK,,,WB N. CONDUIT BLVD @, 76TH ST,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4796378078,KKJ5679,NY,PAS,08/27/2022,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0344A,,QN,,,WB BEACH CHANNEL DR,@ MCBRIDE ST,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9016367184,KVX2312,NY,PAS,11/05/2022,71,4DSD,TOYOT,T,73120,73890,26610,20240428,42.0,42,42,352973,T201,N,0706A,,BX,F,1016,Washington Ave,,0,408,J6,,YYYYYYY,,,BK,,2011,,0,42,71-Insp. Sticker Missing (NYS,,,
4803817601,JGW8266,NY,PAS,10/02/2022,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0845A,,BK,,,SB CYPRESS HILLS ST,@ JAMAICA AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4025047275,KSP3885,NY,PAS,07/08/2022,5,VAN,GMC,V,0,0,0,0,,0,0,0,,,0817A,,BK,,,NB UTICA AVE @ SNYDE,R AVE,0,1111,C,T,,,,WH,,2009,,0,,BUS LANE VIOLATION,,,
5121283155,T767860C,NY,OMT,06/06/2022,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0335A,,BK,,,OCEAN PKWY (N/B) @ A,VE J,0,1111,D,T,,,,GY,,2022,,0,,FAILURE TO STOP AT RED LIGHT,,,
8888581054,HAZ3841,NY,PAS,01/12/2023,20,4DSD,NISSA,T,18610,10410,25390,20230905,19.0,19,19,374596,T103,PP,0911A,,NY,O,4,E 81st St,,0,408,D,,YYYYYYY,,,BK,,2015,,0,CC1,20A-No Parking (Non-COM),,,
8584647387,BLANKPLATE,99,999,11/04/2022,19,SUBN,TOYOT,T,57030,54830,58730,88888888,90.0,90,90,356970,T301,A,1152A,,K,O,5,Lorimer St,,0,408,C3,,YYYYYYY,,,BLACK,,0,,0,14,19-No Stand (bus stop),,,
4808102390,JNB7557,NY,PAS,10/21/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0307P,,QN,,,EB ATLANTIC AVE @ 13,2ND ST,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822695700,KYZ1526,NY,PAS,01/15/2023,36,2DSD,BMW,V,0,0,0,0,,0,0,0,,,0438P,,BK,,,NB OCEAN PKWY @ ELMW,OOD AVE,0,1180,B,T,,,,GY,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9020359770,93830NB,NY,COM,01/17/2023,16,PICK,RAM,T,24390,24080,13430,20230930,9.0,9,9,373199,T105,D,1014A,0941A,NY,O,357,Lafayette St,,0,408,K2,, YYYYY,0700A,0600P,BK,,2016,,0,011,16-No Std (Com Veh) Com Plate,,,
4820898085,GWC2771,NY,PAS,01/03/2023,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,1123P,,QN,,,WB ASTORIA BLVD N @,42ND ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4802171183,D37RHW,NJ,PAS,09/24/2022,36,SD,HYUND,V,0,0,0,0,,0,0,0,,,0426P,,BX,,,SB GRAND CONCOURSE @, E 203RD ST,0,1180,B,T,,,,,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4027845160,JBIK60,FL,PAS,12/15/2022,5,VN,CHRYS,V,0,0,0,0,,0,0,0,,,1017A,,BK,,,SB NOSTRAND AVE @ AV,E D,0,1111,C,T,,,,GRY,,2022,,0,,BUS LANE VIOLATION,,,
5122515189,T807972C,NY,OMT,08/03/2022,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0405P,,QN,,,WOODHAVEN BLVD (N/B), @ YELLOWSTONE BLVD,0,1111,D,T,,,,BK,,2019,,0,,FAILURE TO STOP AT RED LIGHT,,,
9015461582,KMB3928,NY,PAS,10/30/2022,14,SUBN,BMW,T,45210,30620,16400,20230603,1.0,1,1,358600,T105,N,1143A,,NY,F,398,W Thames St,,0,408,C,,YYYYYYY,,,WH,,2021,,0,A,14-No Standing,,,
8567818163,GZH8860,NY,PAS,09/27/2022,16,4DSD,HYUND,T,65320,10920,26550,20230921,42.0,42,42,350435,T201,N,0647A,,BX,F,900,Southern Blvd,,0,408,K2,, YYYY,0600A,1000A,GY,,2013,,0,40,16A-No Std (Com Veh) Non-COM,,,
9015832900,KXM5099,NY,PAS,11/10/2022,20,SUBN,TOYOT,T,27300,12520,17520,20240831,48.0,48,48,358865,T801,A,0812P,,BX,O,652,E 188th St,,0,408,D,,YYYYYYY,,,GY,,2004,,0,K,20A-No Parking (Non-COM),,,
8915998790,1705H31,TX,PAS,10/14/2022,20,UTIL,RAM,T,44890,45090,13310,20221288,6.0,6,6,358901,T102,L,0145P,,NY,F,506,Laguardia Pl,,0,408,D,, YYYYY,0800A,0600P,WHITE,,0,,0,H,20A-No Parking (Non-COM),,,
4784782205,73UA56,NY,MOT,06/23/2022,36,MCY,HARLE,V,0,0,0,0,,0,0,0,,,0749P,,BX,,,EB E TREMONT AVE @ T,HERIOT AVE,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8827287127,JDR4971,NY,PAS,09/06/2022,21,4DSD,HYUND,T,0,0,0,20221017,49.0,49,49,370800,T201,I,1205P,,BX,I,S,Wood Ave,15ft E/of Cross Bron,0,408,D1,,  Y  Y,1130A,0100P,WH,,2016,,0,11,21-No Parking (street clean),,,
8884747582,11464ME,NY,COM,11/05/2022,46,VAN,FORD,T,15710,35710,35770,20230731,24.0,24,24,357097,T103,J,0917A,,NY,F,775,Columbus Ave,,0,408,F1,,YYYYYYY,,,WH,,2008,,0,55,46B-Double Parking (Com-100Ft),,,
4806614117,GED7665,NY,PAS,10/16/2022,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1142A,,BK,,,SB FURMAN ST @ MONTA,GUE ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8569644590,15552NA,NY,COM,08/05/2022,20,VAN,FRUEH,T,13610,35170,35190,20220930,20.0,20,20,371726,T103,S,0303P,,NY,O,2056,Broadway,,0,408,D,,YYYYYYY,,,ORANG,,2020,,0,23,20-No Parking (Com Plate),,,
4794957403,KPP4062,NY,PAS,08/19/2022,36,2DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1004A,,QN,,,WB GRAND CENTRAL PKW,Y @ 168TH ST,0,1180,B,T,,,,RD,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1487658886,DTY4602,NY,PAS,07/18/2022,19,SUBN,ACURA,P,0,40404,40404,20230519,114.0,114,114,952935,0114,0000,0115A,,Q,F,28-06,STEINWAY,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2020,-,0,,,,,
9006219228,P83GXK,NJ,PAS,09/09/2022,20,SUBN,JEEP,T,43330,67030,58730,88888888,79.0,79,79,374566,T301,R,1054A,,K,O,419,Gates Ave,,0,408,D,,YYYYYYY,,,OTHER,,0,,0,09,20A-No Parking (Non-COM),,,
9024082640,JTF0000,NY,PAS,01/12/2023,70,SUBN,TOYOT,T,77530,41330,69230,88888888,79.0,79,79,355710,T802,B,1012P,,K,O,57,Skillman St,,0,408,J3,,YYYYYYY,,,GREY,,0,,0,Q,70-Reg. Sticker Missing (NYS),,,
9016594553,GMJ4190,NY,PAS,11/28/2022,71,4DSD,MERCU,T,42330,0,0,20240415,84.0,84,84,358630,T301,A,1249P,,K,I,N,Front St,6ft E/of Adams St,0,408,J6,,YYYYYYY,,,BK,,2009,,0,SPCL,71A-Insp Sticker Expired (NYS),,,
9026439568,JFH9826,NY,PAS,01/11/2023,14,SUBN,FORD,T,61090,65490,36590,20230130,109.0,109,109,367853,T401,H,0322P,,Q,O,142-10A,Roosevelt Ave,,0,408,C,,YYYYYYY,,,BK,,2016,,0,07,14-No Standing,,,
4811350996,KWN5013,NY,PAS,11/10/2022,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1122P,,QN,,,EB ROCKAWAY BLVD @ 1,50TH ST,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4797061777,KRK7839,NY,PAS,08/27/2022,36,SEDN,HONDA,V,0,0,0,0,,0,0,0,,,0404P,,MN,,,EB W 57TH ST @ 10TH,AVE,0,1180,B,T,,,,WH,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4788229481,KVR1158,NY,PAS,07/22/2022,36,4DSD,MITSU,V,0,0,0,0,,0,0,0,,,0509P,,QN,,,NB BELL BLVD @ 18TH,AVE,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8671231963,59933MJ,NY,COM,08/25/2022,53,VAN,ISUZU,T,37150,0,0,88888888,32.0,32,32,372226,T103,K,0157P,,NY,I,S,W 169th St,10ft E/of Haven Ave,0,408,F6,,YYYYYYY,,,WHITE,,2014,,0,02,53-Safety Zone,,,
5125076120,GBL5311,NY,PAS,12/23/2022,7,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,0724A,,MN,,,BROADWAY (S/B) @ SHE,RMAN AVE,0,1111,D,T,,,,RD,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
8892575259,JDZ9623,NY,PAS,12/21/2022,21,SUBN,FORD,T,10640,9140,62590,20241213,108.0,108,108,365370,T401,I,1113A,,Q,O,39-20,48th St,,0,408,D1,,   Y,1100A,1230A,GY,,2018,,0,42,21-No Parking (street clean),,,
4823673840,KKL5979,NY,PAS,01/21/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0418P,,ST,,,EB W FINGERBOARD RD,@ BRIARCLIFF RD,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812170497,JJM7405,NY,PAS,11/15/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0858A,,QN,,,EB UNION TPK @ 233RD, ST,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9014922188,T103992C,NY,OMT,10/28/2022,21,4DSD,HONDA,T,34330,10810,13113,20230228,10.0,10,10,371752,T102,G,1106A,,NY,O,305,W 28th St,,0,408,D1,,  Y  Y,1100A,1230A,WH,,2014,,0,99,21-No Parking (street clean),,,
4785892547,T695795C,NY,OMT,07/07/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1030A,,BK,,,EB S CONDUIT AVE @ S,UTTER AVE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4807239260,KVW7804,NY,PAS,10/17/2022,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0530A,,QN,,,NB QUEENS BLVD @ 77T,H AVE,0,1180,B,T,,,,WH,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4786371180,HDY9368,NY,PAS,07/11/2022,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0813A,,BK,,,NB FLATBUSH AVE @ AV,E M,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9028422717,KSE8341,NY,PAS,01/19/2023,20,SUBN,TOYOT,T,7990,28020,12190,20231011,114.0,114,114,358580,T401,L,1125A,,Q,F,57-07,31st Ave,,0,408,D,, YYYYYY,0800A,0600P,GY,,2021,,0,M-AM,20A-No Parking (Non-COM),,,
9015434736,XLTN90,NJ,PAS,11/12/2022,21,TRAC,FORD,T,10710,0,0,88888888,6.0,6,6,373234,T102,J,0744A,,NY,I,E,7th Ave S,55ft N/of W 10th St,0,408,D1,, YYYYYY,0730A,0800A,WHITE,,0,,0,12,21-No Parking (street clean),,,
9027112617,LTR5359,PA,PAS,01/06/2023,14,4DSD,HYUND,T,30630,47625,18950,88888888,62.0,62,62,369595,T802,B,0050A,,K,O,3120,Cropsey Ave,,0,408,C,,YYYYYYY,,,BLUE,,0,,0,CC2,14-No Standing,,,
4820683743,FDY2111,NY,PAS,01/02/2023,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0431P,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,PR,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4790757158,JCP6299,NY,PAS,08/02/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1217P,,BX,,,SB THROGS NECK EXPWY, @ SCHLEY AVE,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4027575696,2YEA68,MA,PAS,11/27/2022,5,UT,FORD,V,0,0,0,0,,0,0,0,,,0603P,,MN,,,WB W 181ST ST @ AUDU,BON AVE,0,1111,C,T,,,,,,2019,,0,,BUS LANE VIOLATION,,,
2009795167,3FC4109,MD,PAS,12/28/2022,21,SUBN,CHEVR,S,5580,7180,7330,0,72.0,72,0,626587,KS07,,0809A,00000,Kings,F,675,5 AVENUE,,0,408,d1,,,0800A,0830A,BL,,0,,0,,No Parking Street Cleaning,,,
9005194236,KFS3251,NY,PAS,09/28/2022,70,SUBN,CHRYS,T,52390,51830,51895,20220913,109.0,109,109,353101,T401,YP,0129P,,Q,O,46-20,Kissena Blvd,,0,408,J3,,YYYYYYY,,,BL,,2020,,0,43,70A-Reg. Sticker Expired (NYS),,,
9004155200,073ZBD,AR,PAS,08/08/2022,21,SUBN,HYUND,T,69330,23330,54070,20220988,77.0,77,77,345162,T301,D,0914A,,K,O,1048,Park Pl,,0,408,D1,, Y  Y,0830A,1000A,GREY,,0,,0,A,21-No Parking (street clean),,,
9019243615,NYCSPA,OH,PAS,01/17/2023,14,SUBN,TOYOT,T,26490,0,0,20238888,24.0,24,24,373112,T103,FF,0106P,,NY,I,W,Morningside Ave,30ft N/of W 110th St,0,408,C,,SCHOOL,0700A,0400P,WHITE,,0,,0,36,14-No Standing,,,
4797312683,T699418C,NY,OMT,09/03/2022,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0617P,,QN,,,NB DITMARS BLVD @ 31,ST DR,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9002530389,KLF2153,NY,PAS,07/27/2022,33,4DSD,HONDA,T,25390,18350,18370,20230411,19.0,19,19,367932,T103,R,0907A,,NY,O,815,Madison Ave,,0,408,O3,,YYYYYYY,,,GR,,2001,,0,10,33-Misuse Parking Permit,,,
9011533781,F43RDC,NJ,PAS,10/22/2022,38,4DSD,TOYOT,T,10210,18490,18510,88888888,19.0,19,19,373151,T103,AA,0900A,,NY,F,1322,3rd Ave,,0,408,H1,, YYYYYY,0800A,1200A,SILVE,,0,114211,0,05,38-Failure to Dsplay Meter Rec,,,
9008528071,88213NB,NY,COM,10/07/2022,42,VAN,FORD,T,34710,0,0,20231031,18.0,18,18,365357,T106,G,0243P,0220P,NY,I,N,W 47th St,25ft W/of 8th Ave,0,408,H1,, YYYYY,0700A,0600P,WH,,2022,102365,0,15,42-Exp Meter (Com Zone),,,
4818882549,GUY1266,NY,PAS,12/23/2022,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,1114A,,BK,,,NB STILLWELL AVE @ A,VE T,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9025067165,94959NC,NY,COM,01/05/2023,16,VAN,CHEVR,T,27100,0,0,20240630,1.0,1,1,365796,T105,E,0959A,0916A,NY,I,E,Nassau St,25ft N/of Pine St,0,408,K2,, YYYYY,0700A,0700P,BK,,2022,,0,019,16-No Std (Com Veh) Com Plate,,,
8826176589,JDF6045,NY,PAS,08/19/2022,14,4DSD,HONDA,T,34630,10410,10510,20221126,18.0,18,18,372292,T106,H,0706A,,NY,F,23,W 43rd St,,0,408,C,,YYYYYYY,,,GY,,2007,,0,08,14-No Standing,,,
9005480786,CMON,NY,SRF,10/31/2022,38,4DSD,BMW,T,42730,18630,12930,20240126,79.0,79,79,375381,T301,T,1224P,,K,F,1251,Fulton St,,0,408,H1,, YYYYYY,0830A,0700P,GY,,2022,328435,0,09,38-Failure to Dsplay Meter Rec,,,
9004940479,KGA6804,NY,PAS,08/16/2022,71,SUBN,SUBAR,T,27690,37430,37470,88888888,34.0,34,34,371222,T103,H,0116P,,NY,O,45,Overlook Ter,,0,408,J6,,YYYYYYY,,,RED,,0,,0,06,71-Insp. Sticker Missing (NYS,,,
8933567707,70870MN,NY,COM,09/07/2022,14,DELV,FORD,T,25390,17950,17970,20240131,18.0,18,18,355444,T106,F,0831A,,NY,F,424,Madison Ave,,0,408,C,,YYYYYYY,,,WH,,2019,,0,04,14-No Standing,,,
9026557917,T785411C,NY,OMT,01/11/2023,38,SUBN,LINCO,T,10110,27118,17050,20230831,9.0,9,9,366561,T102,L,0747P,,NY,F,50,2nd Ave,,0,408,H1,, YYYYYY,0830A,1000P,BK,,2018,101625,0,99,38-Failure to Dsplay Meter Rec,,,
9006710751,3FQ436,OK,PAS,09/06/2022,46,VAN,FORD,T,68020,27120,27150,88888888,48.0,48,48,373740,T201,C,0555P,,BX,O,4477,3rd Ave,,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,46,46A-Double Parking (Non-COM),,,
9007442314,GTK6800,NY,PAS,09/15/2022,37,SUBN,HONDA,T,10010,17230,17250,20240914,9.0,9,9,374644,T102,T,1213P,1206P,NY,F,201,1st Ave,,0,408,H1,, YYYYYY,0830A,0700P,GL,,2008,106081,0,42,37-Expired Parking Meter,,,
